date_mutation,valeur_fonciere,code_postal,section,type_local,surface_relle_bati,nombre_pieces_principales,surface_terrain
2014-01-20,103000.0,33000,HI,Maison,35.0,2.0,32.0
2014-04-16,201000.0,33000,DR,Appartement,104.0,0.0,
2014-07-22,150000.0,33000,HR,Appartement,41.0,2.0,
2014-08-14,85000.0,33000,DW,Appartement,16.0,1.0,
2014-12-18,288000.0,33000,IM,Appartement,80.0,4.0,
2014-12-12,220000.0,33000,DW,Appartement,47.0,3.0,
2014-12-29,168000.0,33000,ER,Appartement,74.0,3.0,
2015-01-30,633035.0,33000,LS,Maison,170.0,5.0,
2015-03-27,281000.0,33000,DR,Appartement,85.0,3.0,
2015-03-31,169000.0,33000,HE,Appartement,56.0,2.0,
2015-06-19,138700.0,33000,HR,Appartement,46.0,2.0,
2015-07-10,142000.0,33000,HW,Appartement,57.0,2.0,
2015-07-31,155000.0,33000,HR,Appartement,41.0,2.0,
2015-07-24,185500.0,33000,HE,Appartement,51.0,2.0,
2015-08-13,200000.0,33000,HW,Appartement,80.0,2.0,
2015-08-25,188000.0,33000,ER,Appartement,71.0,3.0,
2015-09-11,205000.0,33000,HW,Appartement,79.0,3.0,
2015-10-30,300800.0,33000,HR,Maison,75.0,4.0,185.0
2016-01-14,799650.0,33000,LS,Maison,203.0,5.0,
2016-01-12,103000.0,33000,KM,Appartement,30.0,1.0,
2016-03-29,350000.0,33000,LX,Appartement,42.0,2.0,222.0
2016-03-29,350000.0,33000,LX,Appartement,30.0,2.0,222.0
2016-03-29,350000.0,33000,LX,Appartement,23.0,2.0,222.0
2016-03-29,350000.0,33000,LX,Appartement,32.0,2.0,222.0
2016-03-29,350000.0,33000,LX,Maison,28.0,2.0,222.0
2016-05-10,685921.0,33000,LS,Maison,166.0,5.0,
2016-05-10,190000.0,33000,HE,Appartement,56.0,2.0,
2016-05-20,182000.0,33000,HI,Maison,35.0,2.0,32.0
2016-06-21,507000.0,33000,HW,Appartement,160.0,5.0,
2016-07-22,182000.0,33000,DT,Maison,45.0,3.0,34.0
2016-09-13,145000.0,33000,IA,Appartement,45.0,2.0,
2016-12-05,140000.0,33000,IA,Appartement,45.0,2.0,
2017-04-14,382400.0,33000,IT,Maison,134.0,4.0,148.0
2017-08-22,1180000.0,33000,PA,Maison,203.0,9.0,246.0
2017-05-03,215000.0,33000,DR,Appartement,58.0,3.0,
2017-05-23,160000.0,33000,HE,Appartement,25.0,1.0,
2017-05-23,160000.0,33000,HE,Appartement,25.0,1.0,
2017-08-08,346300.0,33000,DR,Appartement,84.0,3.0,
2017-09-22,418000.0,33000,ES,Appartement,19.0,1.0,115.0
2017-09-22,418000.0,33000,ES,Appartement,12.0,1.0,115.0
2017-09-22,418000.0,33000,ES,Appartement,57.0,4.0,115.0
2017-09-22,418000.0,33000,ES,Appartement,10.0,1.0,115.0
2017-09-22,418000.0,33000,ES,Appartement,29.0,2.0,115.0
2017-10-20,89000.0,33000,DW,Appartement,16.0,1.0,
2017-10-20,110000.0,33000,HE,Appartement,25.0,1.0,
2017-10-25,122500.0,33000,DR,Appartement,17.0,1.0,
2017-12-29,112380.0,33000,DW,Appartement,23.0,2.0,
2017-12-27,238000.0,33000,HE,Appartement,51.0,2.0,
2018-03-30,981400.0,33000,LS,Maison,190.0,5.0,
2018-01-05,270000.0,33000,HW,Appartement,57.0,2.0,
2018-03-01,190000.0,33000,HR,Appartement,45.0,2.0,
2018-03-14,650500.0,33000,HW,Appartement,160.0,5.0,
2018-06-28,75000.0,33000,DW,Appartement,15.0,1.0,
2018-07-31,304800.0,33000,ER,Appartement,74.0,3.0,
2018-12-11,135000.0,33000,HE,Appartement,26.0,1.0,
2019-04-18,340000.0,33000,PB,Appartement,35.0,2.0,49.0
2019-04-18,340000.0,33000,PB,Appartement,27.0,1.0,49.0
2019-04-18,340000.0,33000,PB,Appartement,35.0,2.0,49.0
2019-03-26,411700.0,33000,IM,Appartement,80.0,4.0,
2019-06-19,365000.0,33000,DR,Appartement,82.0,3.0,
2014-01-08,140500.0,33000,KM,Appartement,40.0,2.0,
2014-02-10,200000.0,33000,PA,Appartement,87.0,4.0,
2014-02-28,95000.0,33000,KL,Appartement,28.0,1.0,
2014-03-31,215000.0,33000,KO,Appartement,53.0,0.0,
2014-04-25,90000.0,33000,KL,Appartement,28.0,1.0,
2014-06-27,175000.0,33000,PA,Appartement,51.0,2.0,
2014-08-14,458200.0,33000,LV,Appartement,136.0,5.0,
2014-08-29,287000.0,33000,KO,Appartement,65.0,2.0,
2014-10-23,105000.0,33000,KL,Appartement,26.0,1.0,
2014-12-05,340000.0,33000,PL,Appartement,89.0,3.0,
2014-08-29,71400.0,33000,HD,Appartement,21.0,1.0,
2014-10-29,128000.0,33000,DP,Appartement,30.0,2.0,
2014-12-01,100000.0,33000,EX,Appartement,40.0,2.0,
2014-11-26,72000.0,33000,ET,Appartement,21.0,1.0,
2015-04-24,139000.0,33000,KM,Appartement,35.0,1.0,
2015-07-20,500000.0,33000,LW,Maison,137.0,6.0,95.0
2015-07-28,570000.0,33000,KO,Appartement,73.0,3.0,
2015-09-03,98000.0,33000,LV,Appartement,30.0,1.0,
2015-09-24,105000.0,33000,KL,Appartement,26.0,2.0,
2015-11-06,960000.0,33000,OW,Appartement,50.0,2.0,243.0
2015-11-06,960000.0,33000,OW,Appartement,93.0,3.0,243.0
2015-11-06,960000.0,33000,OW,Appartement,77.0,2.0,243.0
2015-11-04,357600.0,33000,LV,Appartement,126.0,5.0,
2015-11-02,220000.0,33000,DR,Appartement,64.0,3.0,
2015-12-10,215000.0,33000,EW,Appartement,80.0,4.0,
2015-11-10,117150.0,33000,ET,Appartement,33.0,2.0,
2016-03-03,214000.0,33000,PA,Appartement,51.0,2.0,
2016-03-11,209000.0,33000,LV,Appartement,66.0,3.0,
2016-05-31,656400.0,33000,LO,Appartement,60.0,3.0,150.0
2016-05-31,656400.0,33000,LO,Appartement,65.0,3.0,150.0
2016-05-31,656400.0,33000,LO,Appartement,65.0,2.0,150.0
2016-07-22,250000.0,33000,LV,Appartement,65.0,3.0,
2016-09-22,412400.0,33000,MB,Appartement,144.0,5.0,
2016-10-19,670000.0,33000,PO,Appartement,116.0,3.0,184.0
2016-10-19,670000.0,33000,PO,Appartement,125.0,5.0,184.0
2016-01-29,132100.0,33000,HD,Appartement,37.0,2.0,
2016-12-22,95000.0,33000,ET,Appartement,33.0,2.0,
2017-02-09,520000.0,33000,KO,Appartement,73.0,3.0,
2017-05-02,1775600.0,33000,PN,Maison,342.0,8.0,153.0
2017-07-06,235100.0,33000,LV,Appartement,66.0,3.0,
2017-09-12,341600.0,33000,LV,Appartement,66.0,3.0,
2017-09-25,490000.0,33000,PM,Maison,113.0,4.0,69.0
2017-11-14,398000.0,33000,PA,Appartement,92.0,4.0,
2017-12-28,620000.0,33000,PO,Appartement,137.0,4.0,
2017-01-25,118000.0,33000,ET,Appartement,33.0,2.0,
2017-03-29,735000.0,33000,HM,Maison,130.0,4.0,232.0
2017-05-15,130000.0,33000,HD,Appartement,46.0,2.0,
2017-09-12,119000.0,33000,ET,Appartement,33.0,2.0,
2017-09-22,140600.0,33000,HN,Appartement,36.0,2.0,
2017-10-17,225000.0,33000,IL,Maison,41.0,3.0,58.0
2018-01-26,648000.0,33000,PO,Appartement,135.0,4.0,
2018-04-06,140000.0,33000,KL,Appartement,28.0,1.0,
2018-04-06,1120000.0,33000,PS,Maison,170.0,6.0,221.0
2018-04-11,382500.0,33000,LT,Appartement,112.0,4.0,
2018-01-31,82000.0,33000,ET,Appartement,18.0,1.0,
2018-07-02,433130.0,33000,EW,Appartement,80.0,4.0,
2018-12-18,220000.0,33000,DR,Appartement,42.0,3.0,
2019-05-24,335000.0,33000,LV,Appartement,65.0,3.0,
2019-02-12,195000.0,33000,HM,Appartement,45.0,2.0,
2019-04-15,120000.0,33000,HN,Appartement,37.0,2.0,
2014-08-29,94000.0,33000,PD,Appartement,30.0,1.0,
2014-06-26,112000.0,33000,HO,Appartement,50.0,2.0,
2014-06-26,146000.0,33000,IZ,Appartement,53.0,2.0,
2014-08-08,193241.0,33000,HE,Appartement,53.0,2.0,
2014-12-19,153000.0,33000,HE,Appartement,55.0,2.0,
2015-04-01,636000.0,33000,LD,Maison,187.0,6.0,165.0
2015-07-15,464500.0,33000,LS,Maison,100.0,5.0,155.0
2015-08-03,1368300.0,33000,KL,Appartement,373.0,6.0,
2015-10-09,1955000.0,33000,LA,Appartement,18.0,1.0,166.0
2015-10-09,1955000.0,33000,LA,Appartement,38.0,3.0,166.0
2015-10-09,1955000.0,33000,LA,Appartement,67.0,2.0,166.0
2015-10-09,1955000.0,33000,LA,Appartement,67.0,3.0,166.0
2015-10-09,1955000.0,33000,LA,Appartement,52.0,3.0,166.0
2015-10-09,1955000.0,33000,LA,Appartement,68.0,3.0,166.0
2015-10-09,1955000.0,33000,LA,Appartement,52.0,3.0,166.0
2015-10-09,1955000.0,33000,LA,Appartement,26.0,1.0,166.0
2015-10-09,1955000.0,33000,LA,Appartement,52.0,3.0,166.0
2015-12-15,95000.0,33000,KL,Appartement,52.0,2.0,
2015-02-13,238000.0,33000,HE,Appartement,79.0,3.0,
2015-10-02,151000.0,33000,HE,Appartement,46.0,2.0,
2015-12-17,162000.0,33000,IZ,Appartement,53.0,2.0,
2015-12-29,139720.0,33000,IZ,Appartement,53.0,2.0,
2016-04-29,11000.0,33000,MC,Appartement,69.0,2.0,
2016-06-07,3000.0,33000,MC,Appartement,69.0,2.0,
2016-05-31,150000.0,33000,LC,Maison,80.0,3.0,20.0
2016-11-24,97000.0,33000,PD,Appartement,18.0,1.0,
2016-01-20,129000.0,33000,HE,Appartement,36.0,1.0,
2016-04-27,154500.0,33000,IZ,Appartement,53.0,2.0,
2016-06-30,147000.0,33000,IZ,Appartement,53.0,2.0,
2016-10-10,1080000.0,33000,DS,Appartement,63.0,2.0,200.0
2016-10-10,1080000.0,33000,DS,Appartement,75.0,3.0,200.0
2016-10-10,1080000.0,33000,DS,Appartement,58.0,3.0,200.0
2016-10-10,1080000.0,33000,DS,Appartement,75.0,3.0,200.0
2016-10-10,1080000.0,33000,DS,Appartement,75.0,3.0,200.0
2016-12-16,185000.0,33000,IZ,Appartement,53.0,2.0,
2017-03-27,715000.0,33000,OW,Maison,120.0,6.0,217.0
2017-07-31,771000.0,33000,ME,Maison,156.0,5.0,225.0
2017-08-17,244000.0,33000,LY,Appartement,63.0,4.0,
2017-09-29,397000.0,33000,KL,Appartement,62.0,3.0,
2017-10-13,140000.0,33000,KM,Appartement,25.0,1.0,
2017-05-02,236200.0,33000,IZ,Appartement,53.0,2.0,
2017-09-14,1380000.0,33000,DS,Appartement,75.0,3.0,200.0
2017-09-14,1380000.0,33000,DS,Appartement,63.0,2.0,200.0
2017-09-14,1380000.0,33000,DS,Appartement,58.0,3.0,200.0
2017-09-14,1380000.0,33000,DS,Appartement,75.0,3.0,200.0
2017-09-14,1380000.0,33000,DS,Appartement,75.0,3.0,200.0
2018-01-23,322000.0,33000,LC,Maison,80.0,3.0,20.0
2018-02-28,165000.0,33000,KI,Appartement,29.0,1.0,
2018-01-23,497500.0,33000,HE,Appartement,78.0,3.0,
2018-03-01,170000.0,33000,IZ,Appartement,53.0,2.0,
2018-04-19,295000.0,33000,HR,Maison,46.0,2.0,94.0
2018-04-25,598750.0,33000,EW,Maison,98.0,4.0,195.0
2018-08-03,851000.0,33000,DW,Appartement,50.0,3.0,128.0
2018-08-03,851000.0,33000,DW,Appartement,52.0,3.0,128.0
2018-12-04,215715.0,33000,IZ,Appartement,53.0,2.0,
2018-12-10,375000.0,33000,IZ,Appartement,108.0,5.0,
2019-06-06,215000.0,33000,KM,Appartement,25.0,1.0,
2019-06-07,274596.0,33000,IZ,Appartement,53.0,2.0,
2014-06-25,340000.0,33000,OS,Maison,70.0,3.0,188.0
2014-08-25,258000.0,33000,KA,Appartement,60.0,3.0,
2014-10-03,110050.0,33000,KI,Appartement,25.0,1.0,
2014-05-12,121600.0,33000,HK,Appartement,40.0,1.0,
2014-06-03,500000.0,33000,DP,Appartement,25.0,1.0,87.0
2014-06-03,500000.0,33000,DP,Appartement,25.0,1.0,87.0
2014-06-03,500000.0,33000,DP,Appartement,25.0,1.0,87.0
2014-06-03,500000.0,33000,DP,Appartement,25.0,1.0,87.0
2014-06-03,500000.0,33000,DP,Appartement,25.0,1.0,87.0
2014-06-03,500000.0,33000,DP,Appartement,50.0,2.0,87.0
2014-06-03,500000.0,33000,DP,Appartement,25.0,1.0,87.0
2014-09-23,320000.0,33000,HK,Appartement,77.0,3.0,105.0
2014-09-23,320000.0,33000,HK,Appartement,54.0,3.0,105.0
2014-10-14,76000.0,33000,DU,Appartement,24.0,2.0,
2015-01-13,770000.0,33000,PL,Appartement,187.0,5.0,
2015-07-20,415850.0,33000,KA,Appartement,93.0,4.0,
2015-10-19,450000.0,33000,KI,Appartement,135.0,4.0,
2015-02-03,85000.0,33000,DU,Appartement,33.0,2.0,
2015-09-10,222000.0,33000,DP,Appartement,55.0,2.0,
2016-03-15,162000.0,33000,OX,Appartement,40.0,2.0,
2016-04-11,245000.0,33000,KI,Appartement,29.0,2.0,
2016-04-21,290000.0,33000,KA,Appartement,66.0,3.0,
2016-04-22,175000.0,33000,RE,Appartement,50.0,2.0,
2016-03-31,411000.0,33000,PI,Appartement,77.0,3.0,
2016-06-17,422650.0,33000,KA,Appartement,91.0,4.0,
2016-09-07,450000.0,33000,PI,Appartement,167.0,4.0,
2016-10-27,355000.0,33000,PI,Appartement,10.0,1.0,
2016-10-27,355000.0,33000,PI,Appartement,40.0,1.0,
2016-10-27,355000.0,33000,PI,Appartement,10.0,1.0,
2016-08-01,104000.0,33000,HK,Appartement,30.0,1.0,
2017-04-27,1940289.0,33000,KA,Appartement,60.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,68.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,45.0,2.0,
2017-04-27,1940289.0,33000,KA,Appartement,61.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,60.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,61.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,31.0,2.0,
2017-04-27,1940289.0,33000,KA,Appartement,31.0,2.0,
2017-04-27,1940289.0,33000,KA,Appartement,83.0,4.0,
2017-04-27,1940289.0,33000,KA,Appartement,90.0,4.0,
2017-04-27,1940289.0,33000,KA,Appartement,60.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,30.0,1.0,
2017-04-27,1940289.0,33000,KA,Appartement,91.0,4.0,
2017-04-27,1940289.0,33000,KA,Appartement,69.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,60.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,31.0,2.0,
2017-04-27,1940289.0,33000,KA,Appartement,68.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,30.0,1.0,
2017-04-27,1940289.0,33000,KA,Appartement,61.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,60.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,47.0,2.0,
2017-04-27,1940289.0,33000,KA,Appartement,71.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,92.0,4.0,
2017-04-27,1940289.0,33000,KA,Appartement,60.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,31.0,2.0,
2017-04-27,1940289.0,33000,KA,Appartement,61.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,60.0,3.0,
2017-04-27,1940289.0,33000,KA,Appartement,30.0,1.0,
2017-04-27,1940289.0,33000,KA,Appartement,31.0,2.0,
2017-04-27,1940289.0,33000,KA,Appartement,60.0,3.0,
2017-07-07,293185.0,33000,PL,Appartement,53.0,2.0,
2017-08-02,1350000.0,33000,PI,Appartement,246.0,8.0,
2017-08-31,420000.0,33000,PL,Appartement,110.0,4.0,
2017-09-05,1589650.0,33000,PI,Appartement,280.0,6.0,
2017-07-25,930000.0,33000,HD,Appartement,65.0,3.0,200.0
2017-07-25,930000.0,33000,HD,Appartement,114.0,4.0,200.0
2017-07-25,930000.0,33000,HD,Appartement,64.0,3.0,200.0
2017-07-25,930000.0,33000,HD,Appartement,25.0,1.0,200.0
2017-07-25,930000.0,33000,HD,Appartement,145.0,5.0,200.0
2017-07-25,930000.0,33000,HD,Appartement,109.0,5.0,200.0
2018-02-27,229000.0,33000,KI,Appartement,43.0,2.0,
2018-02-26,275000.0,33000,MA,Maison,87.0,2.0,253.0
2018-04-03,850000.0,33000,LD,Maison,175.0,6.0,154.0
2018-07-04,158000.0,33000,KI,Appartement,25.0,1.0,
2018-07-27,274000.0,33000,PL,Appartement,38.0,2.0,
2018-08-07,214000.0,33000,OX,Appartement,40.0,2.0,
2018-12-17,426000.0,33000,KA,Appartement,92.0,4.0,
2018-06-15,450000.0,33000,DP,Appartement,25.0,1.0,
2018-06-15,450000.0,33000,DP,Appartement,25.0,1.0,
2018-06-15,450000.0,33000,DP,Appartement,25.0,1.0,
2018-06-15,450000.0,33000,DP,Appartement,50.0,2.0,
2018-06-15,450000.0,33000,DP,Appartement,25.0,1.0,
2018-06-15,450000.0,33000,DP,Appartement,25.0,1.0,
2018-06-15,450000.0,33000,DP,Appartement,25.0,1.0,
2018-05-29,155000.0,33000,DP,Appartement,25.0,1.0,
2018-05-29,155000.0,33000,DP,Appartement,50.0,2.0,
2018-05-29,155000.0,33000,DP,Appartement,25.0,1.0,
2018-05-29,155000.0,33000,DP,Appartement,25.0,1.0,
2018-05-29,155000.0,33000,DP,Appartement,25.0,1.0,
2018-05-29,155000.0,33000,DP,Appartement,25.0,1.0,
2018-05-29,155000.0,33000,DP,Appartement,25.0,1.0,
2018-08-07,287500.0,33000,DP,Appartement,25.0,1.0,
2018-08-07,287500.0,33000,DP,Appartement,25.0,1.0,
2018-08-07,287500.0,33000,DP,Appartement,25.0,1.0,
2018-08-07,287500.0,33000,DP,Appartement,25.0,1.0,
2018-08-07,287500.0,33000,DP,Appartement,25.0,1.0,
2018-08-07,287500.0,33000,DP,Appartement,25.0,1.0,
2018-08-07,287500.0,33000,DP,Appartement,50.0,2.0,
2018-08-31,125000.0,33000,DU,Appartement,25.0,1.0,
2018-09-27,118000.0,33000,DU,Appartement,33.0,2.0,
2019-02-07,540500.0,33000,KA,Appartement,90.0,4.0,
2019-02-15,1200000.0,33000,EB,Appartement,100.0,4.0,246.0
2019-02-15,1200000.0,33000,EB,Appartement,58.0,3.0,246.0
2019-02-15,1200000.0,33000,EB,Appartement,100.0,4.0,246.0
2019-04-03,310000.0,33000,DP,Appartement,55.0,2.0,
2019-06-18,165000.0,33000,DU,Appartement,58.0,2.0,
2014-05-28,210000.0,33000,PI,Appartement,52.0,2.0,
2014-07-24,689500.0,33000,LS,Maison,230.0,8.0,349.0
2014-12-17,165575.0,33000,PJ,Appartement,38.0,1.0,
2014-01-07,72500.0,33000,HA,Appartement,25.0,2.0,
2014-01-31,49000.0,33000,HA,Appartement,23.0,1.0,
2014-02-24,63000.0,33000,HA,Appartement,23.0,1.0,
2014-04-02,80000.0,33000,HA,Appartement,27.0,1.0,
2014-04-14,72500.0,33000,HA,Appartement,20.0,1.0,
2014-12-22,391000.0,33000,HN,Maison,100.0,4.0,177.0
2015-02-05,85000.0,33000,KJ,Appartement,21.0,1.0,
2015-02-20,69500.0,33000,KJ,Appartement,20.0,1.0,
2015-06-16,315500.0,33000,PM,Appartement,85.0,4.0,
2015-07-16,143000.0,33000,LP,Appartement,66.0,3.0,
2015-07-31,173000.0,33000,PJ,Appartement,38.0,1.0,
2015-10-19,200000.0,33000,KJ,Appartement,52.0,2.0,
2015-03-02,98500.0,33000,HA,Appartement,32.0,2.0,
2015-08-13,80100.0,33000,HA,Appartement,23.0,1.0,
2015-09-28,478610.0,33000,HL,Maison,115.0,4.0,58.0
2016-01-15,250000.0,33000,PA,Appartement,80.0,4.0,
2016-03-04,176000.0,33000,PA,Appartement,57.0,3.0,
2016-05-31,90000.0,33000,KM,Appartement,22.0,1.0,
2016-06-20,152000.0,33000,KJ,Appartement,37.0,1.0,
2016-09-05,145000.0,33000,KM,Appartement,22.0,1.0,
2017-07-13,145000.0,33000,KM,Appartement,23.0,1.0,
2017-06-29,220000.0,33000,HE,Appartement,38.0,2.0,
2017-07-25,110000.0,33000,DR,Appartement,75.0,3.0,
2017-07-26,145000.0,33000,DR,Appartement,12.0,1.0,
2017-07-26,145000.0,33000,DR,Appartement,55.0,2.0,
2017-10-04,420000.0,33000,EI,Maison,123.0,6.0,130.0
2017-11-13,160000.0,33000,DR,Appartement,75.0,3.0,
2017-12-22,175000.0,33000,DR,Appartement,55.0,2.0,
2017-12-22,175000.0,33000,DR,Appartement,12.0,1.0,
2018-04-04,1205970.0,33000,KM,Appartement,157.0,6.0,
2018-06-27,120000.0,33000,LY,Appartement,26.0,1.0,
2018-07-05,390000.0,33000,PA,Appartement,80.0,4.0,
2018-06-21,129000.0,33000,LY,Appartement,28.0,1.0,
2018-07-12,147000.0,33000,LY,Appartement,41.0,2.0,
2018-07-07,116500.0,33000,KJ,Appartement,20.0,1.0,
2018-08-31,178000.0,33000,LY,Appartement,35.0,2.0,
2018-10-30,700000.0,33000,KS,Appartement,48.0,2.0,95.0
2018-10-30,700000.0,33000,KS,Appartement,37.0,2.0,95.0
2018-10-30,700000.0,33000,KS,Appartement,15.0,1.0,95.0
2018-10-30,700000.0,33000,KS,Appartement,40.0,2.0,95.0
2018-10-30,700000.0,33000,KS,Appartement,42.0,2.0,95.0
2018-09-18,130000.0,33000,IN,Maison,40.0,2.0,93.0
2019-01-15,468000.0,33000,PJ,Appartement,76.0,2.0,
2019-04-02,146000.0,33000,KM,Appartement,16.0,1.0,
2019-04-02,146000.0,33000,KM,Appartement,16.0,1.0,
2019-06-27,87000.0,33000,KJ,Appartement,17.0,2.0,
2019-02-21,131000.0,33000,HA,Appartement,34.0,3.0,
2019-04-30,107500.0,33000,HA,Appartement,25.0,2.0,
2014-01-17,76000.0,33000,LB,Appartement,21.0,1.0,
2014-02-07,130000.0,33000,KT,Appartement,35.0,2.0,
2014-02-10,458300.0,33000,LD,Appartement,116.0,4.0,
2014-02-28,73000.0,33000,LM,Appartement,23.0,2.0,
2014-04-30,82000.0,33000,LB,Appartement,27.0,1.0,
2014-07-30,60000.0,33000,KM,Appartement,27.0,2.0,41.0
2014-07-30,60000.0,33000,KM,Appartement,28.0,1.0,41.0
2014-07-30,60000.0,33000,KM,Appartement,28.0,1.0,41.0
2014-08-28,602000.0,33000,KP,Appartement,127.0,4.0,
2014-08-29,178500.0,33000,LP,Appartement,48.0,2.0,
2014-01-14,47400.0,33000,DV,Appartement,15.0,1.0,
2014-06-06,1086000.0,33000,EA,Maison,262.0,11.0,411.0
2014-06-23,120000.0,33000,DT,Appartement,33.0,2.0,
2014-07-17,184000.0,33000,EB,Appartement,45.0,2.0,
2014-07-10,95500.0,33000,EB,Appartement,28.0,1.0,
2014-09-30,100000.0,33000,EB,Appartement,30.0,1.0,
2014-10-09,92000.0,33000,EB,Appartement,26.0,1.0,
2015-01-12,175000.0,33000,LD,Appartement,52.0,2.0,
2015-04-22,305000.0,33000,LD,Appartement,89.0,4.0,
2015-09-04,881100.0,33000,KP,Appartement,109.0,4.0,
2015-10-12,230000.0,33000,LD,Appartement,54.0,2.0,
2015-11-02,250000.0,33000,LX,Maison,62.0,2.0,133.0
2015-11-27,245900.0,33000,PL,Appartement,32.0,1.0,
2015-12-18,250000.0,33000,PL,Appartement,64.0,3.0,
2015-01-02,166000.0,33000,HN,Appartement,45.0,2.0,
2015-01-16,95510.0,33000,DT,Appartement,27.0,2.0,
2015-02-04,102000.0,33000,EB,Appartement,52.0,2.0,
2015-07-07,450000.0,33000,IR,Maison,107.0,4.0,596.0
2015-07-28,90000.0,33000,HN,Appartement,50.0,1.0,
2015-09-03,186000.0,33000,HN,Appartement,63.0,3.0,
2015-09-11,65000.0,33000,EB,Appartement,22.0,1.0,
2015-09-18,154874.0,33000,EB,Appartement,46.0,2.0,
2015-11-13,75000.0,33000,EI,Appartement,24.0,1.0,
2016-02-04,540000.0,33000,OX,Maison,148.0,5.0,217.0
2016-06-15,240500.0,33000,EB,Appartement,67.0,3.0,
2016-05-25,138000.0,33000,EB,Appartement,50.0,2.0,
2016-06-27,115000.0,33000,EB,Appartement,28.0,1.0,
2016-07-29,405400.0,33000,IH,Maison,85.0,4.0,220.0
2016-10-27,168000.0,33000,DX,Appartement,40.0,2.0,
2016-11-18,183000.0,33000,EB,Appartement,52.0,2.0,
2017-04-13,642000.0,33000,KT,Appartement,120.0,4.0,
2017-07-28,151000.0,33000,KT,Appartement,35.0,2.0,
2017-09-27,395500.0,33000,LP,Appartement,90.0,4.0,
2017-10-27,172000.0,33000,LD,Appartement,36.0,1.0,
2017-12-29,427000.0,33000,KN,Appartement,70.0,3.0,129.0
2017-12-29,427000.0,33000,KN,Appartement,70.0,3.0,129.0
2017-12-21,290000.0,33000,LT,Appartement,99.0,4.0,
2017-01-18,342000.0,33000,EW,Maison,30.0,2.0,291.0
2017-01-18,342000.0,33000,EW,Maison,60.0,3.0,291.0
2017-01-17,185000.0,33000,EB,Appartement,48.0,2.0,
2017-02-14,160000.0,33000,HN,Appartement,44.0,2.0,
2017-04-04,82000.0,33000,EB,Appartement,22.0,1.0,
2017-06-28,125000.0,33000,EB,Appartement,30.0,1.0,
2017-07-06,425000.0,33000,HI,Appartement,88.0,1.0,
2017-07-26,245200.0,33000,EB,Appartement,67.0,3.0,
2017-08-04,400000.0,33000,EY,Maison,90.0,3.0,228.0
2017-09-19,98000.0,33000,EB,Appartement,22.0,1.0,
2017-09-28,91650.0,33000,EB,Appartement,19.0,1.0,
2017-10-27,390000.0,33000,EB,Appartement,104.0,5.0,
2018-01-08,758450.0,33000,KP,Appartement,127.0,4.0,
2018-01-09,92500.0,33000,LP,Appartement,21.0,1.0,
2018-02-20,350000.0,33000,LD,Appartement,72.0,2.0,
2018-05-30,450000.0,33000,LD,Appartement,72.0,2.0,
2018-05-25,155000.0,33000,LD,Appartement,31.0,1.0,
2018-07-25,138000.0,33000,LM,Appartement,26.0,2.0,
2018-07-25,127000.0,33000,LM,Appartement,23.0,2.0,
2018-08-28,328500.0,33000,LD,Appartement,59.0,2.0,
2018-12-12,760000.0,33000,LK,Maison,37.0,1.0,279.0
2018-12-28,391363.0,33000,PL,Appartement,64.0,3.0,
2018-03-07,129000.0,33000,EB,Appartement,28.0,1.0,
2018-02-27,260000.0,33000,HI,Appartement,65.0,2.0,
2018-04-12,75000.0,33000,EB,Appartement,21.0,1.0,
2018-07-06,158000.0,33000,EB,Appartement,49.0,2.0,
2018-07-12,220000.0,33000,EB,Appartement,52.0,2.0,
2018-07-26,179694.0,33000,HI,Appartement,24.0,1.0,
2018-08-29,224200.0,33000,EB,Appartement,50.0,2.0,
2018-09-24,217000.0,33000,HI,Appartement,44.0,1.0,
2018-09-27,220000.0,33000,HI,Appartement,25.0,1.0,
2019-03-29,540000.0,33000,IW,Maison,95.0,5.0,221.0
2019-04-29,753636.0,33000,LX,Maison,133.0,4.0,133.0
2019-05-13,447000.0,33000,LD,Appartement,87.0,3.0,
2019-01-15,384600.0,33000,EB,Appartement,104.0,5.0,
2019-03-20,230000.0,33000,EB,Appartement,52.0,2.0,
2019-04-30,405000.0,33000,HI,Appartement,85.0,3.0,
2014-01-23,330000.0,33000,KM,Appartement,87.0,3.0,
2014-04-07,256000.0,33000,LV,Maison,65.0,3.0,95.0
2014-04-11,469700.0,33000,PN,Maison,70.0,2.0,48.0
2014-04-25,324000.0,33000,KM,Appartement,80.0,3.0,
2014-09-10,250000.0,33000,LE,Appartement,30.0,3.0,128.0
